date,country,continent,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
January 2021,Guinea Bissau,Africa,2452,0,10,45,0
January 2021,Guinea,Africa,13738,16,504,81,0
January 2021,Guyana,South America,6348,16,316,164,0
January 2021,Haiti,North America,10015,0,1155,236,0
January 2021,Holy See,Europe,27,0,12,,
January 2021,Honduras,North America,122763,936,62686,3141,11
January 2021,Hungary,Europe,325278,2764,158548,9667,130
January 2021,Iceland,Europe,5754,0,147,29,0
January 2021,India,Asia,10303409,17080,251255,150225,189
January 2021,Indonesia,Asia,751270,8072,111005,22329,191
January 2021,Iran,Asia,1231429,6286,180522,55337,114
January 2021,Iraq,Asia,596193,902,43552,12824,11
January 2021,Ireland,Europe,93532,1753,20466,2248,11
January 2021,Isle Of Man,Europe,377,0,4,25,0
January 2021,Israel,Asia,428510,5248,45243,3356,31
January 2021,Italy,Europe,2138839,22300,536615,74609,462
January 2021,Jamaica,North America,12915,88,2080,303,1
January 2021,Japan,Asia,234395,4091,37221,3460,46
January 2021,Jordan,Asia,295765,1271,20080,3851,17
January 2021,Kazakhstan,Asia,155473,753,10607,1791,8
January 2021,Kenya,Africa,96614,156,-11329,1681,11
January 2021,Kuwait,Asia,150869,285,3156,936,2
January 2021,Kyrgyzstan,Asia,81156,122,3652,1356,1
January 2021,Laos,Asia,41,0,1,0,
January 2021,Latvia,Europe,41615,711,11953,644,9
January 2021,Lebanon,Asia,183888,2385,54299,1630,12
January 2021,Lesotho,Africa,3206,112,1659,51,0
January 2021,Liberia,Africa,1779,0,290,83,0
January 2021,Libya,Africa,100744,467,26005,1487,9
January 2021,Liechtenstein,Europe,2175,39,326,39,0
January 2021,Lithuania,Europe,147990,2713,48993,1843,41
January 2021,Luxembourg,Europe,46817,215,5338,501,3
January 2021,Macedonia,Europe,83743,414,19290,2510,7
January 2021,Madagascar,Africa,17714,0,225,261,0
January 2021,Malawi,Africa,6684,101,785,191,2
January 2021,Malaysia,Asia,115078,2068,23433,474,3
January 2021,Maldives,Asia,13804,47,606,48,0
January 2021,Mali,Africa,7203,113,2238,271,2
January 2021,Malta,Europe,12909,135,1512,219,0
January 2021,Marshall Islands,Australia/Oceania,4,0,0,,
January 2021,Martinique,North America,6091,0,5950,43,0
January 2021,Mauritania,Africa,14581,217,2580,349,2
January 2021,Mauritius,Africa,527,0,21,10,0
January 2021,Mayotte,Africa,5890,0,2871,55,0
January 2021,Mexico,North America,1426094,12159,205180,146119,924
January 2021,Micronesia,Australia/Oceania,0,,0,,
January 2021,Moldova,Europe,145258,440,10553,3004,19
January 2021,Monaco,Europe,885,10,164,3,0
January 2021,Mongolia,Asia,1220,5,382,1,0
January 2021,Montenegro,Europe,48589,342,9125,684,2
January 2021,Montserrat,North America,13,0,0,1,
January 2021,Morocco,Africa,440970,1777,23907,7425,37
January 2021,Mozambique,Africa,18794,152,1947,167,1
January 2021,Myanmar,Asia,125042,412,14568,2697,15
January 2021,Namibia,Africa,24545,604,3610,208,3
January 2021,Nepal,Asia,261019,426,5198,2714,11
January 2021,Netherlands,Europe,805164,8183,272720,11529,97
January 2021,New Caledonia,Australia/Oceania,38,0,0,,
January 2021,New Zealand,Australia/Oceania,2162,0,55,25,0
January 2021,Nicaragua,North America,6046,0,1656,165,0
January 2021,Niger,Africa,3403,80,1469,106,2
January 2021,Nigeria,Africa,88587,980,12920,1294,5
January 2021,Norway,Europe,49803,236,11709,436,0
January 2021,Oman,Asia,128867,0,5478,1499,0
January 2021,Pakistan,Asia,482178,2463,34773,10176,71
January 2021,Panama,North America,249733,2943,47741,4064,42
January 2021,Papua New Guinea,Australia/Oceania,780,0,110,9,0
January 2021,Paraguay,South America,108349,417,24110,2262,0
January 2021,Peru,South America,1017199,2062,,100566,117
January 2021,Philippines,Asia,475819,1764,26676,9248,4
January 2021,Poland,Europe,1305835,11069,230598,28956,400
January 2021,Portugal,Europe,420629,6951,74989,6972,66
January 2021,Qatar,Asia,144042,208,2241,245,0
January 2021,Reunion,Africa,9037,65,289,42,0
January 2021,Romania,Europe,636201,3938,51993,17843,120
January 2021,Russia,Europe,3186336,27039,548643,57555,536
January 2021,Rwanda,Africa,8460,77,1768,94,2
January 2021,Saint Barthelemy,North America,190,0,17,1,
January 2021,Saint Helena,Africa,0,,0,,
January 2021,Saint Kitts And Nevis,North America,32,0,3,0,
January 2021,Saint Lucia,North America,353,0,59,5,0
January 2021,Saint Martin,North America,995,0,128,12,0
January 2021,Saint Pierre And Miquelon,North America,16,0,2,,
January 2021,Saint Vincent And The Grenadines,North America,121,0,23,0,
January 2021,Samoa,Australia/Oceania,2,0,0,,
January 2021,San Marino,Europe,2428,0,327,59,0
January 2021,Sao Tome And Principe,Africa,1022,8,32,17,0
January 2021,Saudi Arabia,Asia,362878,137,2567,6230,7
January 2021,Senegal,Africa,19364,224,1579,410,0
January 2021,Serbia,Europe,339997,2074,62749,3250,39
January 2021,Seychelles,Africa,275,0,61,0,
January 2021,Sierra Leone,Africa,2635,24,653,76,0
January 2021,Singapore,Asia,58629,30,151,29,0
January 2021,Sint Maarten,North America,1458,2,89,27,0
January 2021,Slovakia,Europe,184508,4965,55068,2250,112
January 2021,Slovenia,Europe,123955,1757,20359,2735,38
January 2021,Solomon Islands,Australia/Oceania,17,0,7,,
January 2021,Somalia,Africa,4714,0,972,130,0
January 2021,South Africa,Africa,1073887,16726,156847,29339,418
January 2021,South Korea,Asia,61769,1029,17899,917,17
January 2021,South Sudan,Africa,3558,0,364,63,0
January 2021,Spain,Europe,1982542,11539,290603,50955,118
January 2021,Sri Lanka,Asia,43856,557,7493,208,4
January 2021,State Of Palestine,Asia,139223,1219,18879,1418,18
January 2021,Sudan,Africa,23316,0,8324,1468,0
January 2021,Suriname,South America,6277,67,383,123,1
January 2021,Swaziland,Africa,10035,131,2304,216,11
January 2021,Sweden,Europe,457376,2618,184059,9817,110
January 2021,Switzerland,Europe,452296,0,111417,7957,75
January 2021,Syria,Asia,11526,92,5389,717,6
January 2021,Taiwan,Asia,802,3,113,7,0
January 2021,Tajikistan,Asia,13296,0,312,90,0
January 2021,Tanzania,Africa,509,0,305,21,0
January 2021,Thailand,Asia,7163,279,2827,63,2
January 2021,Timor Leste,Asia,44,0,12,0,
January 2021,Togo,Africa,3662,29,151,68,0
January 2021,Trinidad And Tobago,North America,7158,8,360,127,0
January 2021,Tunisia,Africa,140557,1417,30328,4730,54
January 2021,Turkey,Asia,2220855,12203,85002,21093,212
January 2021,Turks And Caicos Islands,North America,893,0,104,6,0
January 2021,Uganda,Africa,35511,295,3534,450,23
January 2021,UK,Europe,2535105,53067,1233757,74235,614
January 2021,Ukraine,Europe,1064479,9432,325790,18680,147
January 2021,United Arab Emirates,Asia,209678,1856,22988,671,2
January 2021,Uruguay,South America,19753,634,5570,193,12
January 2021,USA,North America,20845847,230120,7656784,366601,2401
January 2021,Uzbekistan,Asia,77126,66,1400,614,0
January 2021,Vanuatu,Australia/Oceania,1,0,0,0,
January 2021,Venezuela,South America,113884,326,4953,1030,2
January 2021,Viet Nam,Asia,1474,9,114,35,0
January 2021,Wallis And Futuna Islands,Australia/Oceania,4,0,3,0,
January 2021,Western Sahara,Africa,10,0,1,1,
January 2021,Yemen,Asia,2101,2,95,610,0
January 2021,Zambia,Africa,20997,272,1834,390,2
January 2021,Zimbabwe,Africa,14084,217,2368,369,6
December 2020,Afghanistan,Asia,46717,219,8013,1797,23
December 2020,Albania,Europe,39014,832,18808,822,12
December 2020,Algeria,Africa,84152,953,27300,2447,16
December 2020,Andorra,Europe,6790,45,774,76,0
December 2020,Angola,Africa,15251,112,6969,350,2
December 2020,Anguilla,North America,6,0,3,,
December 2020,Antigua And Barbuda,North America,142,1,8,4,0
December 2020,Argentina,South America,1432570,8037,130391,38928,198
December 2020,Armenia,Asia,135967,843,23409,2193,29
December 2020,Aruba,North America,4872,27,122,45,0
December 2020,Australia,Australia/Oceania,27912,8,57,908,0
December 2020,Austria,Europe,285489,3033,54667,3325,141
December 2020,Azerbaijan,Asia,125602,4426,47272,1433,41
December 2020,Bahamas,North America,7543,2,1446,163,0
December 2020,Bahrain,Asia,87137,181,1439,341,0
December 2020,Bangladesh,Asia,467225,2293,77326,6675,31
December 2020,Barbados,North America,278,2,16,7,0
December 2020,Belarus,Europe,138219,1572,21466,1166,8
December 2020,Belgium,Europe,577345,746,148116,16645,98
December 2020,Belize,North America,5854,111,2555,148,1
December 2020,Benin,Africa,3015,0,133,43,0
December 2020,Bermuda,North America,262,2,39,9,0
December 2020,Bhutan,Asia,410,14,29,0,
December 2020,Bolivia,South America,144708,86,14049,8957,5
December 2020,Bosnia And Herzegovina,Europe,89085,1184,32634,2727,46
December 2020,Botswana,Africa,10742,0,2796,34,0
December 2020,Brazil,South America,6396360,52312,566000,173862,697
December 2020,British Virgin Islands,North America,72,1,0,1,0
December 2020,Brunei Darussalam,Asia,151,1,3,3,0
December 2020,Bulgaria,Europe,148775,3475,91587,4188,153
December 2020,Burkina Faso,Africa,2931,45,219,68,0
December 2020,Burundi,Africa,689,1,113,1,0
December 2020,Cabo Verde,Africa,10816,55,344,106,1
December 2020,Cambodia,Asia,326,3,22,0,0
December 2020,Cameroon,Africa,24487,42,1869,441,4
December 2020,Canada,North America,383468,5329,66369,12211,81
December 2020,Caribbean Netherlands,North America,162,0,2,3,0
December 2020,Cayman Islands,North America,285,11,29,2,0
December 2020,Central African Republic,Africa,4918,5,2931,63,0
December 2020,Chad,Africa,1700,12,66,102,1
December 2020,Channel Islands,Europe,1341,42,281,48,0
December 2020,Chile,South America,552864,1121,9400,15430,20
December 2020,China Hong Kong Sar,Asia,6397,82,928,109,0
December 2020,China Macao Sar,Asia,46,0,0,,
December 2020,China,South America,86542,12,277,4634,0
December 2020,Colombia,South America,1324792,7986,70211,36934,168
December 2020,Comoros,Africa,613,2,20,7,0
December 2020,Congo,Africa,5774,0,692,94,0
December 2020,Costa Rica,North America,140172,534,50720,1731,5
December 2020,Cote D Ivoire,Africa,21334,3,221,132,0
December 2020,Croatia,Europe,131342,2900,21250,1861,75
December 2020,Cuba,North America,8381,97,587,136,1
December 2020,Curacao,North America,2503,124,1305,7,3
December 2020,Cyprus,Asia,10883,318,6665,49,0
December 2020,Czech Republic,Europe,523330,3572,35761,8593,126
December 2020,Democratic Republic Of The Congo,Africa,12859,87,861,335,2
December 2020,Denmark,Europe,81949,1468,16346,846,9
December 2020,Djibouti,Africa,5680,1,32,61,0
December 2020,Dominica,North America,85,0,22,,
December 2020,Dominican Republic,North America,144302,314,26439,2333,2
December 2020,Ecuador,South America,193673,988,980,22889,68
December 2020,Egypt,Africa,116303,392,6821,6666,16
December 2020,El Salvador,North America,39130,189,2171,1120,6
December 2020,Equatorial Guinea,Africa,5156,3,62,85,0
December 2020,Eritrea,Africa,577,0,79,0,
December 2020,Estonia,Europe,12495,189,4838,121,3
December 2020,Ethiopia,Africa,110554,480,33928,1709,3
December 2020,Faeroe Islands,Europe,503,0,3,0,
December 2020,Falkland Islands Malvinas,South America,16,0,3,,
December 2020,Fiji,Australia/Oceania,42,0,7,2,0
December 2020,Finland,Europe,25462,550,8263,399,0
December 2020,France,Europe,2093261,7585,322561,53506,466
December 2020,French Guiana,South America,11240,36,1175,70,0
December 2020,French Polynesia,Australia/Oceania,14559,187,9641,76,1
December 2020,Gabon,Africa,9214,0,88,60,0
December 2020,Gambia,Africa,3743,1,13,123,0
December 2020,Georgia,Asia,139343,3759,20480,1303,36
December 2020,Germany,Europe,1085661,15898,309502,17359,497
December 2020,Ghana,Africa,51667,0,797,323,0
December 2020,Gibraltar,Europe,1030,10,75,5,0
December 2020,Greece,Europe,107470,2199,21219,2517,111
December 2020,Greenland,North America,18,0,0,,
December 2020,Grenada,North America,41,0,11,0,
December 2020,Guadeloupe,North America,8427,83,6036,149,0
December 2020,Guatemala,North America,122774,712,7022,4178,7
December 2020,Guinea Bissau,Africa,2441,0,70,44,0
December 2020,Guinea,Africa,13119,0,998,76,0
December 2020,Guyana,South America,5423,17,836,151,0
December 2020,Haiti,North America,9296,2,1040,233,0
December 2020,Holy See,Europe,27,0,12,,
December 2020,Honduras,North America,108253,365,57262,2918,9
December 2020,Hungary,Europe,221073,3951,151294,4977,154
December 2020,Iceland,Europe,5413,21,199,27,1
December 2020,India,Asia,9499710,36456,428828,139084,503
December 2020,Indonesia,Asia,543975,5092,72015,17081,136
December 2020,Iran,Asia,975951,13881,249360,48628,382
December 2020,Iraq,Asia,554767,2218,57891,12306,48
December 2020,Ireland,Europe,72798,254,10796,2069,16
December 2020,Isle Of Man,Europe,369,0,4,25,0
December 2020,Israel,Asia,338127,1281,10801,2877,12
December 2020,Italy,Europe,1627977,19174,775410,56354,784
December 2020,Jamaica,North America,10810,47,4188,258,1
December 2020,Japan,Asia,148694,1934,21085,2139,20
December 2020,Jordan,Asia,223617,4187,57856,2802,51
December 2020,Kazakhstan,Asia,132348,689,13891,1594,5
December 2020,Kenya,Africa,84169,551,7705,1474,5
December 2020,Kuwait,Asia,142992,357,4486,881,1
December 2020,Kyrgyzstan,Asia,73178,371,7192,1275,4
December 2020,Laos,Asia,39,0,13,0,
December 2020,Latvia,Europe,17687,612,6773,210,4
December 2020,Lebanon,Asia,129455,1511,45283,1138,17
December 2020,Lesotho,Africa,2137,28,815,44,0
December 2020,Liberia,Africa,1595,0,169,83,0
December 2020,Libya,Africa,83417,608,28012,1196,13
December 2020,Liechtenstein,Europe,1286,16,160,16,0
December 2020,Lithuania,Europe,64025,1487,35675,642,21
December 2020,Luxembourg,Europe,35129,451,8643,330,9
December 2020,Macedonia,Europe,62945,1067,20965,1792,29
December 2020,Madagascar,Africa,17341,0,433,251,0
December 2020,Malawi,Africa,6028,0,378,185,0
December 2020,Malaysia,Asia,67169,1472,10495,363,3
December 2020,Maldives,Asia,13049,38,1034,47,1
December 2020,Mali,Africa,4762,52,1361,160,4
December 2020,Malta,Europe,9975,102,2086,141,4
December 2020,Marshall Islands,Australia/Oceania,4,0,0,,
December 2020,Martinique,North America,5520,107,5381,41,1
December 2020,Mauritania,Africa,8710,109,769,177,0
December 2020,Mauritius,Africa,505,1,32,10,0
December 2020,Mayotte,Africa,5181,0,2168,49,0
December 2020,Mexico,North America,1113543,6472,166794,123163,563
December 2020,Micronesia,Australia/Oceania,0,,0,,
December 2020,Moldova,Europe,108863,1499,10622,2323,19
December 2020,Monaco,Europe,617,8,55,3,0
December 2020,Mongolia,Asia,801,10,443,0,
December 2020,Montenegro,Europe,35849,584,10708,504,5
December 2020,Montserrat,North America,13,0,0,1,
December 2020,Morocco,Africa,359844,3508,43736,5915,69
December 2020,Mozambique,Africa,15770,69,1861,131,0
December 2020,Myanmar,Asia,92189,1476,18874,1972,31
December 2020,Namibia,Africa,14416,36,665,151,0
December 2020,Nepal,Asia,234756,1304,15940,2222,30
December 2020,Netherlands,Europe,527523,4045,167662,9438,62
December 2020,New Caledonia,Australia/Oceania,33,0,1,,
December 2020,New Zealand,Australia/Oceania,2059,3,72,25,0
December 2020,Nicaragua,North America,5838,54,1452,161,1
December 2020,Niger,Africa,1586,38,292,75,3
December 2020,Nigeria,Africa,67838,281,3232,1176,3
December 2020,Norway,Europe,36591,441,8843,334,2
December 2020,Oman,Asia,123908,209,7037,1430,7
December 2020,Pakistan,Asia,400482,2458,49105,8091,66
December 2020,Panama,North America,167311,1505,18695,3098,19
December 2020,Papua New Guinea,Australia/Oceania,656,1,52,7,0
December 2020,Paraguay,South America,83479,1055,22759,1771,15
December 2020,Peru,South America,965228,1623,,96053,173
December 2020,Philippines,Asia,432919,1292,25728,8418,27
December 2020,Poland,Europe,999892,9073,384704,17599,449
December 2020,Portugal,Europe,300462,2401,75008,4577,72
December 2020,Qatar,Asia,139001,168,2457,238,1
December 2020,Reunion,Africa,8054,0,842,40,0
December 2020,Romania,Europe,479634,4272,105878,12822,253
December 2020,Russia,Europe,2322056,26402,478125,40464,569
December 2020,Rwanda,Africa,5948,14,355,49,0
December 2020,Saint Barthelemy,North America,147,0,41,1,
December 2020,Saint Helena,Africa,0,,0,,
December 2020,Saint Kitts And Nevis,North America,22,0,3,0,
December 2020,Saint Lucia,North America,259,0,119,2,0
December 2020,Saint Martin,North America,717,0,64,12,0
December 2020,Saint Pierre And Miquelon,North America,14,0,0,,
December 2020,Saint Vincent And The Grenadines,North America,85,0,5,0,
December 2020,Samoa,Australia/Oceania,2,0,2,,
December 2020,San Marino,Europe,1650,38,270,46,0
December 2020,Sao Tome And Principe,Africa,996,5,45,17,0
December 2020,Saudi Arabia,Asia,357623,263,4540,5907,11
December 2020,Senegal,Africa,16107,18,147,333,0
December 2020,Serbia,Europe,183437,7999,102351,1652,48
December 2020,Seychelles,Africa,183,0,21,0,
December 2020,Sierra Leone,Africa,2413,1,501,74,0
December 2020,Singapore,Asia,58228,10,60,29,0
December 2020,Sint Maarten,North America,1069,3,80,25,0
December 2020,Slovakia,Europe,107183,1254,37456,868,29
December 2020,Slovenia,Europe,77135,1321,20169,1490,55
December 2020,Solomon Islands,Australia/Oceania,17,0,12,,
December 2020,Somalia,Africa,4451,0,921,113,0
December 2020,South Africa,Africa,792299,2295,37672,22096,109
December 2020,South Korea,Asia,34652,451,6241,526,0
December 2020,South Sudan,Africa,3111,2,96,61,0
December 2020,Spain,Europe,1684160,8358,365971,45511,442
December 2020,Sri Lanka,Asia,24532,545,6593,122,4
December 2020,State Of Palestine,Asia,88004,2357,21319,747,15
December 2020,Sudan,Africa,18045,235,6421,1255,6
December 2020,Suriname,South America,5319,7,5,117,0
December 2020,Swaziland,Africa,6817,24,303,122,0
December 2020,Sweden,Europe,266857,5819,133595,7224,66
December 2020,Switzerland,Europe,330874,3802,75489,5185,118
December 2020,Syria,Asia,7973,86,3927,422,5
December 2020,Taiwan,Asia,679,4,104,7,0
December 2020,Tajikistan,Asia,12231,37,505,86,0
December 2020,Tanzania,Africa,509,0,305,21,0
December 2020,Thailand,Asia,4008,10,137,60,0
December 2020,Timor Leste,Asia,30,0,0,0,
December 2020,Togo,Africa,2997,23,418,64,0
December 2020,Trinidad And Tobago,North America,6685,16,758,120,0
December 2020,Tunisia,Africa,96769,0,22658,3260,0
December 2020,Turkey,Asia,1461758,30110,207851,13936,190
December 2020,Turks And Caicos Islands,North America,750,2,24,6,0
December 2020,Uganda,Africa,21035,576,-3319,348,0
December 2020,UK,Europe,1639365,13397,1011781,59136,604
December 2020,Ukraine,Europe,745123,12498,377403,12548,221
December 2020,United Arab Emirates,Asia,170149,1289,13906,576,4
December 2020,Uruguay,South America,6024,167,1463,78,1
December 2020,USA,North America,14280442,193652,5255486,283434,2760
December 2020,Uzbekistan,Asia,73145,104,2198,610,2
December 2020,Vanuatu,Australia/Oceania,1,0,0,0,
December 2020,Venezuela,South America,102621,227,4158,901,4
December 2020,Viet Nam,Asia,1351,4,121,35,0
December 2020,Wallis And Futuna Islands,Australia/Oceania,3,0,2,0,
December 2020,Western Sahara,Africa,10,0,1,1,
December 2020,Yemen,Asia,2077,0,90,605,0
December 2020,Zambia,Africa,17665,18,249,357,0
December 2020,Zimbabwe,Africa,10129,95,1209,277,0
November 2020,Afghanistan,Asia,41501,76,5639,1536,0
