date,country,continent,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
November 2020,Channel Islands,Europe,841,0,80,48,0
November 2020,Chile,South America,511864,1608,9451,14247,40
November 2020,China Hong Kong Sar,Asia,5331,7,130,105,0
November 2020,China Macao Sar,Asia,46,0,0,,
November 2020,China,South America,85997,24,359,4634,0
November 2020,Colombia,South America,1083321,9137,74002,31515,201
November 2020,Comoros,Africa,545,0,40,7,0
November 2020,Congo,Africa,5290,0,1311,92,0
November 2020,Costa Rica,North America,110717,746,42384,1396,11
November 2020,Cote D Ivoire,Africa,20716,0,225,126,0
November 2020,Croatia,Europe,51495,2179,15894,562,16
November 2020,Cuba,North America,6935,48,518,128,0
November 2020,Curacao,North America,987,17,302,1,0
November 2020,Cyprus,Asia,4563,197,2655,26,0
November 2020,Czech Republic,Europe,335121,11428,117651,3598,193
November 2020,Democratic Republic Of The Congo,Africa,11373,0,297,308,0
November 2020,Denmark,Europe,47299,948,11617,723,2
November 2020,Djibouti,Africa,5563,2,54,61,0
November 2020,Dominica,North America,50,0,17,,
November 2020,Dominican Republic,North America,127332,314,19794,2249,4
November 2020,Ecuador,South America,169194,1002,-1357,21503,24
November 2020,Egypt,Africa,107736,181,1903,6278,12
November 2020,El Salvador,North America,34015,189,3248,979,4
November 2020,Equatorial Guinea,Africa,5088,0,40,83,0
November 2020,Eritrea,Africa,463,0,51,0,
November 2020,Estonia,Europe,4985,80,1088,73,0
November 2020,Ethiopia,Africa,96583,414,41653,1478,9
November 2020,Faeroe Islands,Europe,495,0,5,0,
November 2020,Falkland Islands Malvinas,South America,13,0,0,,
November 2020,Fiji,Australia/Oceania,34,0,1,2,0
November 2020,Finland,Europe,16291,178,4633,358,0
November 2020,France,Europe,1328696,45258,630983,37019,231
November 2020,French Guiana,South America,10536,0,471,70,0
November 2020,French Polynesia,Australia/Oceania,7262,0,2391,29,0
November 2020,Gabon,Africa,8968,0,215,55,0
November 2020,Gambia,Africa,3672,0,357,119,0
November 2020,Georgia,Asia,40727,1791,15288,335,28
November 2020,Germany,Europe,544346,12556,177824,10622,39
November 2020,Ghana,Africa,48124,69,589,320,0
November 2020,Gibraltar,Europe,703,6,83,0,
November 2020,Greece,Europe,40929,1678,14374,635,9
November 2020,Greenland,North America,17,0,1,,
November 2020,Grenada,North America,28,0,4,0,
November 2020,Guadeloupe,North America,7605,0,5237,126,0
November 2020,Guatemala,North America,108104,165,6610,3738,9
November 2020,Guinea Bissau,Africa,2413,0,554,41,0
November 2020,Guinea,Africa,12195,123,1533,73,1
November 2020,Guyana,South America,4208,46,840,126,2
November 2020,Haiti,North America,9057,0,1396,232,0
November 2020,Holy See,Europe,27,0,12,,
November 2020,Honduras,North America,97404,516,54353,2672,3
November 2020,Hungary,Europe,79199,3878,57302,1819,69
November 2020,Iceland,Europe,4890,25,927,15,2
November 2020,India,Asia,8229322,46441,562977,123440,498
November 2020,Indonesia,Asia,412784,2696,56899,13943,74
November 2020,Iran,Asia,620491,7719,98502,35298,434
November 2020,Iraq,Asia,475288,2658,61540,10966,56
November 2020,Ireland,Europe,62002,546,24939,1915,2
November 2020,Isle Of Man,Europe,353,0,5,24,0
November 2020,Israel,Asia,314943,521,9680,2554,15
November 2020,Italy,Europe,711435,30097,380229,38826,208
November 2020,Jamaica,North America,9131,37,4306,208,2
November 2020,Japan,Asia,101146,754,6420,1766,11
November 2020,Jordan,Asia,75866,3259,67260,866,37
November 2020,Kazakhstan,Asia,112418,465,4574,1444,5
November 2020,Kenya,Africa,55877,685,4708,1013,17
November 2020,Kuwait,Asia,126534,608,8194,782,3
November 2020,Kyrgyzstan,Asia,59443,565,7884,1150,6
November 2020,Laos,Asia,24,0,2,0,
November 2020,Latvia,Europe,6136,242,2686,74,3
November 2020,Lebanon,Asia,82617,1389,39009,704,7
November 2020,Lesotho,Africa,1953,0,934,44,0
November 2020,Liberia,Africa,1426,0,65,82,0
November 2020,Libya,Africa,62045,950,25321,871,14
November 2020,Liechtenstein,Europe,551,18,201,3,0
November 2020,Lithuania,Europe,16920,1155,11306,155,3
November 2020,Luxembourg,Europe,18782,849,8541,160,3
November 2020,Macedonia,Europe,32436,864,10342,1004,10
November 2020,Madagascar,Africa,17111,0,458,244,0
November 2020,Malawi,Africa,5932,2,425,184,0
November 2020,Malaysia,Asia,32505,957,10036,249,0
November 2020,Maldives,Asia,11701,42,780,38,0
November 2020,Mali,Africa,3565,11,671,136,0
November 2020,Malta,Europe,6182,140,1832,64,2
November 2020,Marshall Islands,Australia/Oceania,1,0,1,,
November 2020,Martinique,North America,3552,0,3424,30,0
November 2020,Mauritania,Africa,7704,1,104,163,0
November 2020,Mauritius,Africa,446,5,29,10,0
November 2020,Mayotte,Africa,4366,0,1358,44,0
November 2020,Mexico,North America,924962,6151,139703,107600,463
November 2020,Micronesia,Australia/Oceania,0,,0,,
November 2020,Moldova,Europe,76582,542,18470,1800,15
November 2020,Monaco,Europe,366,7,90,2,0
November 2020,Mongolia,Asia,346,0,33,0,
November 2020,Montenegro,Europe,18990,373,4461,313,12
November 2020,Montserrat,North America,13,0,0,1,
November 2020,Morocco,Africa,222544,3460,34469,3762,67
November 2020,Mozambique,Africa,12988,119,2456,93,1
November 2020,Myanmar,Asia,53405,699,17958,1258,21
November 2020,Namibia,Africa,12988,53,1817,133,0
November 2020,Nepal,Asia,173567,2824,37338,1387,34
November 2020,Netherlands,Europe,359861,8683,231939,7434,39
November 2020,New Caledonia,Australia/Oceania,28,0,0,,
November 2020,New Zealand,Australia/Oceania,1959,2,77,25,0
November 2020,Nicaragua,North America,5514,0,1133,156,0
November 2020,Niger,Africa,1221,1,11,69,0
November 2020,Nigeria,Africa,62964,111,3028,1146,2
November 2020,Norway,Europe,20635,304,8490,282,0
November 2020,Oman,Asia,115734,1300,8788,1246,38
November 2020,Pakistan,Asia,333970,977,12331,7084,18
November 2020,Panama,North America,134336,738,19996,2706,6
November 2020,Papua New Guinea,Australia/Oceania,589,0,7,7,0
November 2020,Paraguay,South America,63731,546,18910,1418,14
November 2020,Peru,South America,904911,2408,,92048,141
November 2020,Philippines,Asia,383102,2385,27122,7237,16
November 2020,Poland,Europe,379902,17171,227524,5783,152
November 2020,Portugal,Europe,148349,3077,55191,2544,37
November 2020,Qatar,Asia,132720,164,2704,232,0
November 2020,Reunion,Africa,5659,0,751,24,0
November 2020,Romania,Europe,246663,5324,63193,7495,128
November 2020,Russia,Europe,1636781,18665,382873,28235,245
November 2020,Rwanda,Africa,5146,9,190,35,0
November 2020,Saint Barthelemy,North America,83,0,16,0,
November 2020,Saint Helena,Africa,0,,0,,
November 2020,Saint Kitts And Nevis,North America,19,0,0,0,
November 2020,Saint Lucia,North America,84,6,56,0,
November 2020,Saint Martin,North America,566,0,69,9,0
November 2020,Saint Pierre And Miquelon,North America,14,0,2,,
November 2020,Saint Vincent And The Grenadines,North America,75,1,5,0,
November 2020,Samoa,Australia/Oceania,0,,0,,
November 2020,San Marino,Europe,928,0,165,42,0
November 2020,Sao Tome And Principe,Africa,949,4,29,16,0
November 2020,Saudi Arabia,Asia,347656,374,8000,5420,18
November 2020,Senegal,Africa,15630,14,347,325,1
November 2020,Serbia,Europe,48403,1449,12949,826,6
November 2020,Seychelles,Africa,153,0,4,0,
November 2020,Sierra Leone,Africa,2366,0,490,74,0
November 2020,Singapore,Asia,58019,4,67,28,0
November 2020,Sint Maarten,North America,831,5,56,22,0
November 2020,Slovakia,Europe,59946,2282,46929,219,0
November 2020,Slovenia,Europe,35649,1342,22501,363,25
November 2020,Solomon Islands,Australia/Oceania,8,0,4,,
November 2020,Somalia,Africa,3941,0,652,104,0
November 2020,South Africa,Africa,726823,1371,51677,19816,138
November 2020,South Korea,Asia,26635,124,1812,466,2
November 2020,South Sudan,Africa,2926,21,1577,59,1
November 2020,Spain,Europe,1318189,15638,475904,37442,131
November 2020,Sri Lanka,Asia,11060,397,6134,21,1
November 2020,State Of Palestine,Asia,54060,540,6798,489,6
November 2020,Sudan,Africa,13819,15,3220,1115,0
November 2020,Suriname,South America,5210,7,33,111,0
November 2020,Swaziland,Africa,6267,8,150,117,0
November 2020,Sweden,Europe,133330,1297,38166,5995,13
November 2020,Switzerland,Europe,154251,0,86605,2446,54
November 2020,Syria,Asia,5789,61,3476,292,4
November 2020,Taiwan,Asia,558,3,33,7,0
November 2020,Tajikistan,Asia,11054,37,689,82,0
November 2020,Tanzania,Africa,509,0,305,21,0
November 2020,Thailand,Asia,3784,4,133,59,0
November 2020,Timor Leste,Asia,30,0,1,0,
November 2020,Togo,Africa,2357,26,624,57,0
November 2020,Trinidad And Tobago,North America,5704,12,832,109,1
November 2020,Tunisia,Africa,61115,1302,54735,1348,31
November 2020,Turkey,Asia,1026743,5728,42555,10326,74
November 2020,Turks And Caicos Islands,North America,704,1,9,6,0
November 2020,Uganda,Africa,12743,248,-7507,191,2
November 2020,UK,Europe,1032614,23201,663419,46781,162
November 2020,Ukraine,Europe,395440,7959,226693,7306,110
November 2020,United Arab Emirates,Asia,133907,1278,2903,496,1
November 2020,Uruguay,South America,3149,25,489,59,1
November 2020,USA,North America,9627022,75251,2931856,239038,539
November 2020,Uzbekistan,Asia,67101,169,2177,570,4
November 2020,Vanuatu,Australia/Oceania,0,,0,0,
November 2020,Venezuela,South America,92325,312,4368,801,3
November 2020,Viet Nam,Asia,1180,0,82,35,0
November 2020,Wallis And Futuna Islands,Australia/Oceania,1,0,0,0,
November 2020,Western Sahara,Africa,10,0,1,1,
November 2020,Yemen,Asia,2063,0,97,600,1
November 2020,Zambia,Africa,16480,48,398,349,0
November 2020,Zimbabwe,Africa,8374,7,204,243,0
October 2020,Afghanistan,Asia,39285,17,4985,1458,0
October 2020,Albania,Europe,13806,157,5341,388,1
October 2020,Algeria,Africa,51690,160,13667,1741,5
October 2020,Andorra,Europe,2050,0,565,53,0
October 2020,Angola,Africa,5114,142,2847,185,2
October 2020,Anguilla,North America,3,0,0,,
October 2020,Antigua And Barbuda,North America,101,0,6,3,0
October 2020,Argentina,South America,765002,14001,141574,20288,6
October 2020,Armenia,Asia,50850,491,5668,963,4
October 2020,Aruba,North America,3998,35,644,27,0
October 2020,Australia,Australia/Oceania,27096,18,369,888,2
October 2020,Austria,Europe,45686,873,8408,802,3
October 2020,Azerbaijan,Asia,40309,80,1648,593,2
October 2020,Bahamas,North America,4123,101,1821,96,1
October 2020,Bahrain,Asia,71374,510,5570,254,3
October 2020,Bangladesh,Asia,364987,1508,82637,5272,21
October 2020,Barbados,North America,193,3,7,7,0
October 2020,Belarus,Europe,79019,388,3403,839,6
October 2020,Belgium,Europe,118452,1337,33216,10016,15
October 2020,Belize,North America,1992,49,719,27,1
October 2020,Benin,Africa,2357,0,343,41,0
October 2020,Bermuda,North America,181,0,4,9,0
October 2020,Bhutan,Asia,282,1,60,0,
October 2020,Bolivia,South America,135311,670,31817,7965,34
October 2020,Bosnia And Herzegovina,Europe,27749,280,5941,861,5
October 2020,Botswana,Africa,3172,0,2446,16,0
October 2020,Brazil,South America,4855178,35687,497639,144767,805
October 2020,British Virgin Islands,North America,71,0,4,1,0
October 2020,Brunei Darussalam,Asia,146,0,1,3,0
October 2020,Bulgaria,Europe,21096,263,5477,832,7
October 2020,Burkina Faso,Africa,2088,32,667,58,0
October 2020,Burundi,Africa,510,2,37,1,0
October 2020,Cabo Verde,Africa,6126,102,727,61,1
October 2020,Cambodia,Asia,277,0,2,0,0
October 2020,Cameroon,Africa,20924,86,740,420,2
October 2020,Canada,North America,160535,1777,14866,9319,22
October 2020,Caribbean Netherlands,North America,121,0,87,2,1
October 2020,Cayman Islands,North America,211,0,1,1,0
October 2020,Central African Republic,Africa,4829,0,2853,62,0
October 2020,Chad,Africa,1203,3,51,85,0
October 2020,Channel Islands,Europe,665,0,17,48,0
October 2020,Chile,South America,464824,1759,13854,12822,81
October 2020,China Hong Kong Sar,Asia,5098,10,157,105,0
October 2020,China Macao Sar,Asia,46,0,0,,
October 2020,China,South America,85414,11,186,4634,0
October 2020,Colombia,South America,835339,5660,57452,26196,198
October 2020,Comoros,Africa,484,5,11,7,0
October 2020,Congo,Africa,5089,0,1113,89,0
October 2020,Costa Rica,North America,76828,1068,36068,917,13
October 2020,Cote D Ivoire,Africa,19755,31,315,120,0
October 2020,Croatia,Europe,16827,234,1325,284,4
October 2020,Cuba,North America,5670,73,626,122,0
October 2020,Curacao,North America,399,7,213,1,0
October 2020,Cyprus,Asia,1772,17,381,22,0
October 2020,Czech Republic,Europe,70782,2925,23061,675,16
October 2020,Democratic Republic Of The Congo,Africa,10685,26,248,272,0
October 2020,Denmark,Europe,28396,398,6436,651,1
October 2020,Djibouti,Africa,5417,1,10,61,0
October 2020,Dominica,North America,31,1,7,,
October 2020,Dominican Republic,North America,112728,519,22415,2108,3
October 2020,Ecuador,South America,138584,1537,6908,19380,132
October 2020,Egypt,Africa,103317,119,516,5946,16
October 2020,El Salvador,North America,29175,98,4397,848,5
October 2020,Equatorial Guinea,Africa,5045,15,83,83,0
October 2020,Eritrea,Africa,381,6,28,0,
October 2020,Estonia,Europe,3450,81,742,65,1
October 2020,Ethiopia,Africa,76098,730,43463,1205,7
October 2020,Faeroe Islands,Europe,472,5,43,0,
October 2020,Falkland Islands Malvinas,South America,13,0,0,,
October 2020,Fiji,Australia/Oceania,32,0,2,2,0
October 2020,Finland,Europe,10103,111,1659,344,0
October 2020,France,Europe,541957,13110,200972,32019,63
October 2020,French Guiana,South America,9966,11,286,67,1
October 2020,French Polynesia,Australia/Oceania,1852,0,341,7,0
October 2020,Gabon,Africa,8766,0,707,54,0
October 2020,Gambia,Africa,3584,5,1255,113,1
October 2020,Georgia,Asia,6640,448,3180,41,2
October 2020,Germany,Europe,295530,2619,28044,9586,15
October 2020,Ghana,Africa,46656,30,413,301,0
October 2020,Gibraltar,Europe,410,14,61,0,
October 2020,Greece,Europe,18886,411,3859,393,2
October 2020,Greenland,North America,14,0,0,,
October 2020,Grenada,North America,24,0,0,0,
October 2020,Guadeloupe,North America,5528,0,3272,57,0
October 2020,Guatemala,North America,92409,663,8348,3261,15
October 2020,Guinea Bissau,Africa,2324,0,736,39,0
October 2020,Guinea,Africa,10652,0,590,66,0
October 2020,Guyana,South America,2929,35,1087,82,2
October 2020,Haiti,North America,8781,15,1645,229,0
October 2020,Holy See,Europe,12,0,0,,
October 2020,Honduras,North America,76900,802,46625,2353,30
October 2020,Hungary,Europe,27309,848,20410,781,16
October 2020,Iceland,Europe,2769,41,582,10,0
October 2020,India,Asia,6391960,81693,942844,100463,1097
October 2020,Indonesia,Asia,291182,4174,61839,10856,116
October 2020,Iran,Asia,461044,3825,51296,26380,211
October 2020,Iraq,Asia,367474,4493,62361,9231,50
October 2020,Ireland,Europe,36597,442,7572,1803,2
October 2020,Isle Of Man,Europe,340,0,1,24,0
October 2020,Israel,Asia,253490,7996,72400,1622,53
October 2020,Italy,Europe,317625,2559,52863,35918,24
October 2020,Jamaica,North America,6555,73,4453,111,4
October 2020,Japan,Asia,83563,553,5402,1571,7
October 2020,Jordan,Asia,13101,1276,8280,69,8
October 2020,Kazakhstan,Asia,107979,71,3687,1355,2
October 2020,Kenya,Africa,38713,184,4252,718,7
October 2020,Kuwait,Asia,105676,494,7867,612,2
October 2020,Kyrgyzstan,Asia,46841,172,2793,1065,1
October 2020,Laos,Asia,23,0,1,0,
October 2020,Latvia,Europe,1868,44,374,37,0
October 2020,Lebanon,Asia,40882,1248,22374,405,8
October 2020,Lesotho,Africa,1639,44,727,38,2
October 2020,Liberia,Africa,1343,0,40,82,0
October 2020,Libya,Africa,35208,683,14755,559,8
October 2020,Liechtenstein,Europe,119,1,4,1,0
October 2020,Lithuania,Europe,4901,135,2014,77,0
October 2020,Luxembourg,Europe,8595,86,1190,125,1
October 2020,Macedonia,Europe,18138,161,2327,743,4
October 2020,Madagascar,Africa,16454,46,792,232,2
October 2020,Malawi,Africa,5779,6,1086,179,0
October 2020,Malaysia,Asia,11484,260,1334,136,0
October 2020,Maldives,Asia,10354,63,1133,34,0
October 2020,Mali,Africa,3131,13,540,131,0
October 2020,Malta,Europe,3095,37,455,35,0
October 2020,Marshall Islands,Australia/Oceania,0,,0,,
October 2020,Martinique,North America,1543,0,1424,21,0
October 2020,Mauritania,Africa,7505,3,206,161,0
October 2020,Mauritius,Africa,381,0,27,10,0
October 2020,Mayotte,Africa,3779,0,773,42,0
October 2020,Mexico,North America,767316,5217,138306,95124,370
October 2020,Micronesia,Australia/Oceania,0,,0,,
October 2020,Moldova,Europe,54064,1022,13229,1336,16
October 2020,Monaco,Europe,219,1,30,2,0
October 2020,Mongolia,Asia,313,0,6,0,
October 2020,Montenegro,Europe,11560,215,3993,170,1
October 2020,Montserrat,North America,13,0,0,1,
October 2020,Morocco,Africa,126044,2391,19679,2229,35
October 2020,Mozambique,Africa,8888,160,3253,62,1
October 2020,Myanmar,Asia,14383,1010,9906,321,11
October 2020,Namibia,Africa,11373,108,2167,123,2
October 2020,Nepal,Asia,79728,1911,21616,723,16
October 2020,Netherlands,Europe,124097,3252,52968,6419,13
October 2020,New Caledonia,Australia/Oceania,27,0,0,,
October 2020,New Zealand,Australia/Oceania,1848,12,53,25,0
October 2020,Nicaragua,North America,5170,0,2106,151,0
October 2020,Niger,Africa,1197,0,14,69,0
October 2020,Nigeria,Africa,59001,153,7437,1112,0
October 2020,Norway,Europe,14149,122,2685,274,0
October 2020,Oman,Asia,98585,0,9122,935,0
October 2020,Pakistan,Asia,312806,543,8576,6733,5
October 2020,Panama,North America,113342,747,21052,2387,15
October 2020,Papua New Guinea,Australia/Oceania,539,5,13,7,0
October 2020,Paraguay,South America,41799,1041,15763,869,12
October 2020,Peru,South America,818297,3468,,86734,192
October 2020,Philippines,Asia,314067,2403,54306,5560,57
October 2020,Poland,Europe,93481,1967,20537,2543,30
October 2020,Portugal,Europe,80065,858,23861,1977,6
October 2020,Qatar,Asia,125959,199,2834,214,0
October 2020,Reunion,Africa,3993,0,1158,16,0
October 2020,Romania,Europe,129658,2086,20664,5000,57
October 2020,Russia,Europe,1185231,8945,200098,20891,169
October 2020,Rwanda,Africa,4843,3,1633,29,0
October 2020,Saint Barthelemy,North America,54,6,17,0,
October 2020,Saint Helena,Africa,0,,0,,
October 2020,Saint Kitts And Nevis,North America,19,0,2,0,
October 2020,Saint Lucia,North America,27,0,0,0,
October 2020,Saint Martin,North America,403,20,86,8,0
October 2020,Saint Pierre And Miquelon,North America,14,0,8,,
October 2020,Saint Vincent And The Grenadines,North America,64,0,0,0,
October 2020,Samoa,Australia/Oceania,0,,0,,
October 2020,San Marino,Europe,732,0,10,42,0
October 2020,Sao Tome And Principe,Africa,911,0,10,15,0
October 2020,Saudi Arabia,Asia,335097,492,10557,4794,26
October 2020,Senegal,Africa,15019,37,2170,311,0
October 2020,Serbia,Europe,33662,111,1049,750,1
October 2020,Seychelles,Africa,144,0,1,0,
October 2020,Sierra Leone,Africa,2238,7,471,72,0
October 2020,Singapore,Asia,57784,19,245,27,0
October 2020,Sint Maarten,North America,667,8,88,22,0
October 2020,Slovakia,Europe,10938,797,6270,48,0
October 2020,Slovenia,Europe,5865,175,1807,152,2
October 2020,Solomon Islands,Australia/Oceania,0,,0,,
October 2020,Somalia,Africa,3593,5,493,99,0
October 2020,South Africa,Africa,676084,1745,49283,17217,135
October 2020,South Korea,Asia,23889,77,1808,415,2
October 2020,South Sudan,Africa,2704,0,1365,49,0
October 2020,Spain,Europe,831400,10548,306722,33131,189
October 2020,Sri Lanka,Asia,3382,2,136,13,0
October 2020,State Of Palestine,Asia,40322,423,7427,318,7
October 2020,Sudan,Africa,13653,7,3055,1114,0
October 2020,Suriname,South America,4891,14,84,105,1
October 2020,Swaziland,Africa,5815,19,399,111,2
October 2020,Sweden,Europe,94474,633,9904,5844,4
October 2020,Switzerland,Europe,53832,550,6591,1941,4
October 2020,Syria,Asia,4247,47,2928,202,2
October 2020,Taiwan,Asia,515,1,24,7,0
October 2020,Tajikistan,Asia,9811,42,1117,77,1
October 2020,Tanzania,Africa,509,0,305,21,0
October 2020,Thailand,Asia,3569,5,131,59,0
October 2020,Timor Leste,Asia,28,0,0,0,
October 2020,Togo,Africa,1809,25,408,48,0
October 2020,Trinidad And Tobago,North America,4570,39,1865,76,0
October 2020,Tunisia,Africa,18413,0,13057,324,0
October 2020,Turkey,Asia,870603,3827,27896,8262,67
October 2020,Turks And Caicos Islands,North America,689,3,38,6,0
October 2020,Uganda,Africa,8287,158,-3601,127,0
October 2020,UK,Europe,475127,11022,160658,42265,59
October 2020,Ukraine,Europe,213028,4069,114392,4193,64
October 2020,United Arab Emirates,Asia,95348,1158,10024,421,2
October 2020,Uruguay,South America,2061,15,204,48,0
October 2020,USA,North America,7631486,47204,2402834,214406,905
October 2020,Uzbekistan,Asia,57190,473,2884,471,1
October 2020,Vanuatu,Australia/Oceania,0,,0,0,
October 2020,Venezuela,South America,76029,907,9149,635,7
October 2020,Viet Nam,Asia,1095,1,50,35,0
October 2020,Wallis And Futuna Islands,Australia/Oceania,0,,0,0,
October 2020,Western Sahara,Africa,10,0,1,1,
October 2020,Yemen,Asia,2039,5,155,587,0
October 2020,Zambia,Africa,14802,43,508,333,1
October 2020,Zimbabwe,Africa,7850,12,1310,228,0
September 2020,Afghanistan,Asia,38196,31,7559,1406,4
September 2020,Albania,Europe,9606,93,3875,290,6
September 2020,Algeria,Africa,44833,339,11822,1518,8
September 2020,Andorra,Europe,1184,8,223,53,0
September 2020,Angola,Africa,2729,75,1536,109,1
September 2020,Anguilla,North America,3,0,0,,
September 2020,Antigua And Barbuda,North America,94,0,0,3,0
September 2020,Argentina,South America,428239,10504,103702,16161,301
September 2020,Armenia,Asia,43878,97,4641,881,2
September 2020,Aruba,North America,2104,98,1237,10,0
September 2020,Australia,Australia/Oceania,25819,73,2729,657,5
September 2020,Austria,Europe,27642,204,3343,734,1
September 2020,Azerbaijan,Asia,36578,143,2065,536,2
September 2020,Bahamas,North America,2276,59,1425,50,0
September 2020,Bahrain,Asia,52440,468,2855,190,0
September 2020,Bangladesh,Asia,314946,1950,102453,4316,35
September 2020,Barbados,North America,176,2,23,7,0
September 2020,Belarus,Europe,71962,119,670,686,5
September 2020,Belgium,Europe,85236,194,15834,9895,1
September 2020,Belize,North America,1050,43,824,13,0
September 2020,Benin,Africa,2145,0,367,40,0
September 2020,Bermuda,North America,172,0,6,9,0
September 2020,Bhutan,Asia,225,1,83,0,
September 2020,Bolivia,South America,116598,630,49702,6488,79
September 2020,Bosnia And Herzegovina,Europe,20234,270,6179,620,11
September 2020,Botswana,Africa,1724,0,1225,6,0
September 2020,Brazil,South America,3957639,41940,675862,122681,1166
September 2020,British Virgin Islands,North America,47,0,38,1,0
September 2020,Brunei Darussalam,Asia,144,0,2,3,0
September 2020,Bulgaria,Europe,16454,188,4197,642,13
September 2020,Burkina Faso,Africa,1370,2,240,55,0
September 2020,Burundi,Africa,445,0,87,1,0
September 2020,Cabo Verde,Africa,3970,86,507,40,0
September 2020,Cambodia,Asia,274,0,8,0,0
September 2020,Cameroon,Africa,19409,267,1344,414,3
September 2020,Canada,North America,129425,477,5686,9132,6
September 2020,Caribbean Netherlands,North America,16,1,9,0,
September 2020,Cayman Islands,North America,205,0,0,1,0
September 2020,Central African Republic,Africa,4711,0,2859,62,0
September 2020,Chad,Africa,1017,4,56,77,0
September 2020,Channel Islands,Europe,626,1,33,48,0
September 2020,Chile,South America,413217,1419,16106,11321,32
September 2020,China Hong Kong Sar,Asia,4823,12,353,90,1
September 2020,China Macao Sar,Asia,46,0,0,,
September 2020,China,South America,85058,10,216,4634,0
September 2020,Colombia,South America,624069,8901,134460,20052,389
September 2020,Comoros,Africa,427,4,10,7,0
September 2020,Congo,Africa,3979,0,2159,78,0
September 2020,Costa Rica,North America,42184,897,25471,443,7
September 2020,Cote D Ivoire,Africa,18103,36,1172,117,0
September 2020,Croatia,Europe,10414,145,2492,187,1
September 2020,Cuba,North America,4065,33,575,95,1
September 2020,Curacao,North America,69,1,33,1,0
September 2020,Cyprus,Asia,1490,2,330,21,1
September 2020,Czech Republic,Europe,24644,256,4447,427,1
September 2020,Democratic Republic Of The Congo,Africa,10104,7,523,259,1
September 2020,Denmark,Europe,17084,99,1159,625,1
September 2020,Djibouti,Africa,5387,0,0,60,0
September 2020,Dominica,North America,20,0,2,,
September 2020,Dominican Republic,North America,94979,264,24505,1738,28
September 2020,Ecuador,South America,106246,504,-1738,17405,39
September 2020,Egypt,Africa,99115,176,19847,5440,19
September 2020,El Salvador,North America,25820,91,10526,724,7
September 2020,Equatorial Guinea,Africa,4965,24,998,83,0
September 2020,Eritrea,Africa,319,0,35,0,
September 2020,Estonia,Europe,2395,20,219,64,0
September 2020,Ethiopia,Africa,53304,1173,32989,828,19
September 2020,Faeroe Islands,Europe,411,0,37,0,
September 2020,Falkland Islands Malvinas,South America,13,0,0,,
September 2020,Fiji,Australia/Oceania,29,1,4,2,0
September 2020,Finland,Europe,8142,56,606,336,0
September 2020,France,Europe,268403,4675,74430,30661,26
September 2020,French Guiana,South America,9154,39,387,60,1
September 2020,French Polynesia,Australia/Oceania,573,0,368,0,
September 2020,Gabon,Africa,8533,0,1216,53,0
September 2020,Gambia,Africa,3029,66,1901,96,0
September 2020,Georgia,Asia,1510,23,238,19,0
September 2020,Germany,Europe,246001,1209,14820,9381,10
September 2020,Ghana,Africa,44460,162,1063,276,0
September 2020,Gibraltar,Europe,290,2,53,0,
September 2020,Greece,Europe,10524,207,2559,271,5
September 2020,Greenland,North America,14,0,0,,
September 2020,Grenada,North America,24,0,0,0,
September 2020,Guadeloupe,North America,1269,0,917,16,0
September 2020,Guatemala,North America,74893,819,9180,2778,18
September 2020,Guinea Bissau,Africa,2205,0,1044,34,0
September 2020,Guinea,Africa,9479,70,893,59,0
September 2020,Guyana,South America,1373,67,590,41,2
September 2020,Haiti,North America,8230,6,2199,203,2
September 2020,Holy See,Europe,12,0,0,,
September 2020,Honduras,North America,61014,840,48745,1873,15
September 2020,Hungary,Europe,6257,118,1820,616,1
September 2020,Iceland,Europe,2116,9,99,10,0
September 2020,India,Asia,3766108,78169,799609,66978,1036
September 2020,Indonesia,Asia,177571,2775,42009,7505,88
September 2020,Iran,Asia,376894,1682,30098,21672,101
September 2020,Iraq,Asia,238338,3404,50742,7123,81
September 2020,Ireland,Europe,29025,214,2863,1772,0
September 2020,Isle Of Man,Europe,336,0,0,24,0
September 2020,Israel,Asia,118538,1942,21367,957,18
September 2020,Italy,Europe,270201,984,26766,35491,8
September 2020,Jamaica,North America,2459,102,1548,21,0
September 2020,Japan,Asia,68392,527,9273,1296,17
September 2020,Jordan,Asia,2097,63,518,15,0
September 2020,Kazakhstan,Asia,105872,77,7728,1245,51
September 2020,Kenya,Africa,34315,114,6485,577,0
September 2020,Kuwait,Asia,85811,702,7620,534,3
September 2020,Kyrgyzstan,Asia,43958,60,4250,1059,1
September 2020,Laos,Asia,22,0,1,0,
September 2020,Latvia,Europe,1404,8,81,34,0
September 2020,Lebanon,Asia,17777,469,12609,180,4
September 2020,Lesotho,Africa,1085,0,526,31,0
September 2020,Liberia,Africa,1305,1,65,82,0
September 2020,Libya,Africa,14624,658,12706,242,5
September 2020,Liechtenstein,Europe,107,0,9,1,0
September 2020,Lithuania,Europe,2889,27,874,69,0
September 2020,Luxembourg,Europe,6702,25,563,124,0
September 2020,Macedonia,Europe,14455,114,2326,604,1
September 2020,Madagascar,Africa,14957,94,847,195,3
September 2020,Malawi,Africa,5576,10,1981,175,0
September 2020,Malaysia,Asia,9354,14,151,128,1
September 2020,Maldives,Asia,8003,199,2709,29,1
September 2020,Mali,Africa,2777,1,473,126,0
